title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
Charly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Lust for Life,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dolce Vita, La",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jin Roh: The Wolf Brigade (Jin-Rô),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Rush,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Captain Blood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
*batteries not included,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Educating Rita,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sansho the Bailiff (Sanshô dayû),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zazie dans le métro,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Americanization of Emily, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Anne of the Thousand Days,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Avventura, L' (Adventure, The)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Beyond the Valley of the Dolls,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hiroshima Mon Amour,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Ugetsu (Ugetsu monogatari),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Day of the Jackal, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Night of the Living Dead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Maltese Falcon, The (a.k.a. Dangerous Female)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Love You Again,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Safety Last!,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
While the City Sleeps,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Little Murders,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Viridiana,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Masterminds,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Arizona Dream,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3 Women (Three Women),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grey Gardens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Purple Rain,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Point of No Return,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hairdresser's Husband, The (Le mari de la coiffeuse)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
College,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Used People,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Front Page, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dolls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Man Who Came to Dinner, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make Way for Tomorrow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Major and the Minor, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Caine Mutiny, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Black Narcissus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Escape from Alcatraz,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Oliver Twist,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Shrek 2,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Day After Tomorrow, The",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Raising Helen,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Soul Plane,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baadasssss! (How to Get the Man's Foot Outta Your Ass),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Saved!,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Prisoner of Azkaban,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Mindhunters,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"Blind Swordsman: Zatoichi, The (Zatôichi)",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Chronicles of Riddick, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Garfield: The Movie,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stepford Wives, The",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Hunting of the President, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Napoleon Dynamite,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doctor, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dresser, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Father Hood,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello Again,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hope Springs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lover Come Back,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Police Academy: Mission to Moscow,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Wednesday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Book of Love,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hour of the Wolf (Vargtimmen),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Suddenly,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Divorcee, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Meet the Applegates,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robot Carnival (Roboto kânibauru),0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Americathon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sands of Iwo Jima,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
This Island Earth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anthony Adverse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Blackboard Jungle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Luna Papa,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
To Each His Own,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Heiress, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dragon Seed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Executive Suite,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Johnny Belinda,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Super Size Me,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Johnny Eager,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"Jetée, La",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Northwest Passage,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"Picture of Dorian Gray, The",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Human Condition I, The (Ningen no joken I)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Please Don't Eat the Daisies,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
White Heat,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Christmas Carol, A (Scrooge)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Memphis Belle,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Cincinnati Kid, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Animal Factory,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Godzilla vs. Mechagodzilla (Gojira tai Mekagojira),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Hitcher, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Show Boat,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Fear X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Freaks,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"Immigrant, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silent Movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Christie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dr. Jekyll and Mr. Hyde,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Around the World in 80 Days,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodgeball: A True Underdog Story,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terminal, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dear Frankie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
White Chicks,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Door in the Floor, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Notebook, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Two Brothers (Deux frères),0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
De-Lovely,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Day at the Races, A",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bob & Carol & Ted & Alice,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Claymation Christmas Celebration, A",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Happenstance (Battement d'ailes du papillon, Le)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Comandante,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Undead,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Into the Woods,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Pirates of Silicon Valley,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Manufacturing Consent: Noam Chomsky and the Media,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mayor of the Sunset Strip,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Killing Me Softly,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
"Philadelphia Experiment, The",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Juice,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Revenge of the Pink Panther,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Angels with Dirty Faces,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taxi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxi 3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tokyo Godfathers,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Our Hospitality,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All of Me,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Farmer's Daughter, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overboard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Butterfield 8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Exterminating Angel, The (Ángel exterminador, El)",0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Fahrenheit 9/11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Roxanne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dr. Terror's House of Horrors,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Secret Society,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Last Starfighter, The",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spider-Man 2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Before Sunset,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
King Arthur,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Anchorman: The Legend of Ron Burgundy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cinderella Story, A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"I, Robot",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Maria Full of Grace (Maria, Llena eres de gracia)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Long Day's Journey Into Night,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Short Film About Killing, A (Krótki film o zabijaniu)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bourne Supremacy, The",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Catwoman,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A Home at the End of the World,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
Flash Gordon Conquers the Universe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Miracle of Marcelino, The (Marcelino pan y vino)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Slaughterhouse-Five,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"Bachelor and the Bobby-Soxer, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Blandings Builds His Dream House,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Favorite Wife,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"New Adventures of Pippi Longstocking, The",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Night and Day,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Snake Pit, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Super, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leopard, The (Gattopardo, Il)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Day of the Locust, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
To End All Wars,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Woman Is a Woman, A (femme est une femme, Une)",0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Biggles,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Yesterday, Today and Tomorrow (Ieri, oggi, domani)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unprecedented: The 2000 Presidential Election,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Prime of Miss Jean Brodie, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Voyage to Italy (Il mio viaggio in Italia),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sherlock Holmes: Terror by Night,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Spy Who Came in from the Cold, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Sherlock Holmes and the Secret Weapon,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Sherlock Holmes: The Woman in Green,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sherlock Holmes: Dressed to Kill,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Manchurian Candidate, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thunderbirds,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Village, The",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Garden State,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Musa the Warrior (Musa),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Funny Thing Happened on the Way to the Forum, A",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Collateral,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Little Black Book,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Code 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Story of Women (Affaire de femmes, Une)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harold and Kumar Go to White Castle,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Princess Diaries 2: Royal Engagement, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Danny Deckchair,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AVP: Alien vs. Predator,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
We Don't Live Here Anymore,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Without a Paddle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exorcist: The Beginning,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Bill Cosby, Himself",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anacondas: The Hunt for the Blood Orchid,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
Suspect Zero,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Warriors of Heaven and Earth (Tian di ying xiong),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vanity Fair,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Paparazzi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Wicker Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Alice Doesn't Live Here Anymore,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Who's That Knocking at My Door?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Camera Buff (Amator),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Vitelloni, I (a.k.a. The Young and the Passionate)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cellular,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Resident Evil: Apocalypse,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Mr. 3000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sky Captain and the World of Tomorrow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wimbledon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
First Daughter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Forgotten, The",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"Motorcycle Diaries, The (Diarios de motocicleta)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shaun of the Dead,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Come Back, Little Sheba",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Murder on the Orient Express,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Mask,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Orca: The Killer Whale,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1492: Conquest of Paradise,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cannibal Holocaust,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shark Tale,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladder 49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
I Heart Huckabees,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raise Your Voice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Taxi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Stage Beauty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shall We Dance?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Team America: World Police,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eulogy,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
P.S.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Country Girl, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rose Tattoo, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Fearless Vampire Killers, The",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Decline of the American Empire, The (Déclin de l'empire américain, Le)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bebe's Kids,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday Night Lights,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tarnation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Final Cut, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Being Julia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Surviving Christmas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grudge, The",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Alfie,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sideways,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Machinist,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Vera Drake,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Falling Angels,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lightning in a Bottle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Undertow,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Saw,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Ray,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Birth,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Incredibles, The",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callas Forever,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Polar Express, The",0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Kinsey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seed of Chucky (Child's Play 5),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
After the Sunset,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bridget Jones: The Edge of Reason,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Finding Neverland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
National Treasure,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Bad Education (La mala educación),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"SpongeBob SquarePants Movie, The",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Christmas with the Kranks,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerrilla: The Taking of Patty Hearst,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Closer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
I Am David,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
House of Flying Daggers (Shi mian mai fu),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ocean's Twelve,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Blade: Trinity,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Bush's Brain,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Damn Yankees!,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
That's Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D.A.R.Y.L.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
